Campaign name,Campaign ID,Campaign delivery,Results,Result indicator,Reporting starts,Reporting ends,Reach,Impressions,Ad set budget,Ad set budget type,Amount spent (INR),Objective,Frequency,Clicks (all),CPC (all) (INR),CTR (all),"Cost per 1,000 people reached (INR)","CPM (cost per 1,000 impressions) (INR)",Page engagement,Cost per results
Cannon-Prop-LG-06-Feb-2020,6156705785757,inactive,1,actions:onsite_conversion.lead_grouped,2020-02-14,2020-02-14,1748,1897,500,Daily,493.53,Lead Generation,1.08524,85,5.806235,4.480759,282.339817,260.163416,20,493.53
Max-life-Srirangam-30-Jan-20-Ver-1.0,6155291418757,inactive,7,actions:onsite_conversion.lead_grouped,2020-02-14,2020-02-14,7704,8517,Using ad set budget,0,745.09,Lead Generation,1.10553,251,2.968486,2.947047,96.714694,87.482682,68,106.44142857143
Tycoon-Construction-9-Nov-19-Ver-1.0,6140614168957,inactive,3,actions:onsite_conversion.lead_grouped,2020-02-14,2020-02-14,3629,3718,Using ad set budget,0,788.44,Lead Generation,1.024525,89,8.858876,2.39376,217.260953,212.060247,56,262.81333333333
Tycoon-Interior-Bangalore-9-Nov-19-Ver-1.0,6140576449757,inactive,4,actions:onsite_conversion.lead_grouped,2020-02-14,2020-02-14,1909,2063,800,Daily,813.78,Lead Generation,1.080671,74,10.997027,3.587009,426.286014,394.464372,40,203.445
Focus-Des-Form-28-June-19 –Ver-1.0,6126109632957,inactive,1,actions:onsite_conversion.lead_grouped,2020-02-14,2020-02-14,840,906,500,Daily,557.15,Lead Generation,1.078571,31,17.972581,3.421634,663.27381,614.95585,158,557.15
Max-Life-Trichy-Adbuddy_Happy_meninsky_Ver_1.0,6157539443357,inactive,18,actions:onsite_conversion.lead_grouped,2020-02-13,2020-02-13,1364,1422,Using ad set budget,0,98.66,Lead Generation,1.042522,182,0.542088,12.798875,72.331378,69.381153,57,5.4811111111111
Cannon-Prop-LG-06-Feb-2020,6156705785757,inactive,1,actions:onsite_conversion.lead_grouped,2020-02-13,2020-02-13,1637,1759,500,Daily,481.94,Lead Generation,1.074527,75,6.425867,4.263786,294.404398,273.985219,21,481.94
Max-life-Srirangam-30-Jan-20-Ver-1.0,6155291418757,inactive,5,actions:onsite_conversion.lead_grouped,2020-02-13,2020-02-13,8562,9843,Using ad set budget,0,792.24,Lead Generation,1.149615,267,2.967191,2.712588,92.529783,80.487656,63,158.448
Tycoon-Construction-9-Nov-19-Ver-1.0,6140614168957,inactive,2,actions:onsite_conversion.lead_grouped,2020-02-13,2020-02-13,3368,3479,Using ad set budget,0,799.53,Lead Generation,1.032957,79,10.120633,2.270767,237.390143,229.816039,59,399.765
Tycoon-Interior-Bangalore-9-Nov-19-Ver-1.0,6140576449757,inactive,1,actions:onsite_conversion.lead_grouped,2020-02-13,2020-02-13,2134,2312,800,Daily,768.82,Lead Generation,1.083411,61,12.603607,2.638408,360.27179,332.534602,26,768.82
Focus-Des-Form-28-June-19 –Ver-1.0,6126109632957,inactive,,,2020-02-13,2020-02-13,984,1071,500,Daily,473.14,Lead Generation,1.088415,39,12.131795,3.641457,480.833333,441.774043,208,
Max-Life-Trichy-Adbuddy_Happy_meninsky_Ver_1.0,6157539443357,inactive,7,actions:onsite_conversion.lead_grouped,2020-02-12,2020-02-12,607,638,Using ad set budget,0,39.9,Lead Generation,1.051071,74,0.539189,11.598746,65.733114,62.539185,27,5.7
Cannon-Prop-LG-06-Feb-2020,6156705785757,inactive,1,actions:onsite_conversion.lead_grouped,2020-02-12,2020-02-12,1948,2142,500,Daily,492.42,Lead Generation,1.099589,78,6.313077,3.641457,252.782341,229.887955,14,492.42
Max-life-Srirangam-30-Jan-20-Ver-1.0,6155291418757,inactive,7,actions:onsite_conversion.lead_grouped,2020-02-12,2020-02-12,9046,10755,Using ad set budget,0,799.82,Lead Generation,1.188923,282,2.836241,2.622036,88.41698,74.367271,68,114.26
Tycoon-Construction-9-Nov-19-Ver-1.0,6140614168957,inactive,5,actions:onsite_conversion.lead_grouped,2020-02-12,2020-02-12,4129,4247,Using ad set budget,0,793,Lead Generation,1.028578,97,8.175258,2.283965,192.056188,186.720038,83,158.6
Tycoon-Interior-Bangalore-9-Nov-19-Ver-1.0,6140576449757,inactive,4,actions:onsite_conversion.lead_grouped,2020-02-12,2020-02-12,2510,2774,800,Daily,777.67,Lead Generation,1.105179,85,9.149059,3.064167,309.828685,280.342466,42,194.4175
Focus-Des-Form-28-June-19 –Ver-1.0,6126109632957,inactive,1,actions:onsite_conversion.lead_grouped,2020-02-12,2020-02-12,1068,1157,500,Daily,523.08,Lead Generation,1.083333,45,11.624,3.889369,489.775281,452.100259,203,523.08
Max-Life-Trichy-Adbuddy_Happy_meninsky_Ver_1.0,6157539443357,inactive,12,actions:onsite_conversion.lead_grouped,2020-02-11,2020-02-11,1024,1153,Using ad set budget,0,87.76,Lead Generation,1.125977,140,0.626857,12.142238,85.703125,76.114484,49,7.3133333333333
Cannon-Prop-LG-06-Feb-2020,6156705785757,inactive,4,actions:onsite_conversion.lead_grouped,2020-02-11,2020-02-11,2064,2227,500,Daily,489.65,Lead Generation,1.078973,87,5.628161,3.906601,237.233527,219.86978,18,122.4125
Max-life-Srirangam-30-Jan-20-Ver-1.0,6155291418757,inactive,14,actions:onsite_conversion.lead_grouped,2020-02-11,2020-02-11,7495,8544,Using ad set budget,0,815.66,Lead Generation,1.13996,238,3.427143,2.785581,108.827218,95.465824,62,58.261428571429
Tycoon-Construction-9-Nov-19-Ver-1.0,6140614168957,inactive,5,actions:onsite_conversion.lead_grouped,2020-02-11,2020-02-11,5030,5109,Using ad set budget,0,804.45,Lead Generation,1.015706,66,12.188636,1.291838,159.930418,157.457428,103,160.89
Tycoon-Interior-Bangalore-9-Nov-19-Ver-1.0,6140576449757,inactive,6,actions:onsite_conversion.lead_grouped,2020-02-11,2020-02-11,2425,2608,800,Daily,829.14,Lead Generation,1.075464,95,8.727789,3.642638,341.913402,317.921779,35,138.19
Focus-Des-Form-28-June-19 –Ver-1.0,6126109632957,inactive,1,actions:onsite_conversion.lead_grouped,2020-02-11,2020-02-11,1597,1669,500,Daily,531.15,Lead Generation,1.045085,39,13.619231,2.336729,332.592361,318.244458,291,531.15
Max-Life-Trichy-Adbuddy_Happy_meninsky_Ver_1.0,6157539443357,inactive,1,actions:onsite_conversion.lead_grouped,2020-02-10,2020-02-10,60,60,Using ad set budget,0,4.59,Lead Generation,1,6,0.765,10,76.5,76.5,1,4.59
Cannon-Prop-LG-06-Feb-2020,6156705785757,inactive,3,actions:onsite_conversion.lead_grouped,2020-02-10,2020-02-10,1566,1711,500,Daily,502.89,Lead Generation,1.092593,94,5.349894,5.493863,321.130268,293.915839,22,167.63
Max-life-Srirangam-30-Jan-20-Ver-1.0,6155291418757,inactive,12,actions:onsite_conversion.lead_grouped,2020-02-10,2020-02-10,6238,7929,Using ad set budget,0,804.43,Lead Generation,1.27108,254,3.167047,3.20343,128.956396,101.454156,63,67.035833333333
Tycoon-Construction-9-Nov-19-Ver-1.0,6140614168957,inactive,5,actions:onsite_conversion.lead_grouped,2020-02-10,2020-02-10,3368,3452,Using ad set budget,0,800.37,Lead Generation,1.024941,59,13.565593,1.709154,237.639549,231.856895,59,160.074
Tycoon-Interior-Bangalore-9-Nov-19-Ver-1.0,6140576449757,inactive,2,actions:onsite_conversion.lead_grouped,2020-02-10,2020-02-10,1903,1986,800,Daily,804.76,Lead Generation,1.043615,35,22.993143,1.762336,422.890173,405.216516,23,402.38
Focus-Des-Form-28-June-19 –Ver-1.0,6126109632957,inactive,2,actions:onsite_conversion.lead_grouped,2020-02-10,2020-02-10,1032,1131,500,Daily,487.34,Lead Generation,1.09593,31,15.720645,2.740937,472.228682,430.893015,214,243.67
Cannon-Prop-LG-06-Feb-2020,6156705785757,inactive,4,actions:onsite_conversion.lead_grouped,2020-02-09,2020-02-09,2707,2968,500,Daily,520.24,Lead Generation,1.096417,116,4.484828,3.908356,192.183229,175.283019,23,130.06
Max-life-Srirangam-30-Jan-20-Ver-1.0,6155291418757,inactive,11,actions:onsite_conversion.lead_grouped,2020-02-09,2020-02-09,8002,9809,Using ad set budget,0,802.57,Lead Generation,1.225819,307,2.614235,3.129779,100.296176,81.819757,85,72.960909090909
Tycoon-Construction-9-Nov-19-Ver-1.0,6140614168957,inactive,6,actions:onsite_conversion.lead_grouped,2020-02-09,2020-02-09,4486,4612,Using ad set budget,0,803.8,Lead Generation,1.028087,89,9.031461,1.929748,179.17967,174.284475,77,133.96666666667
Tycoon-Interior-Bangalore-9-Nov-19-Ver-1.0,6140576449757,inactive,2,actions:onsite_conversion.lead_grouped,2020-02-09,2020-02-09,2481,2589,800,Daily,802.34,Lead Generation,1.043531,56,14.3275,2.162997,323.393793,309.903438,29,401.17
Focus-Des-Form-28-June-19 –Ver-1.0,6126109632957,inactive,3,actions:onsite_conversion.lead_grouped,2020-02-09,2020-02-09,1721,1909,500,Daily,513.5,Lead Generation,1.109239,63,8.150794,3.300157,298.373039,268.988999,321,171.16666666667
Cannon-Prop-LG-06-Feb-2020,6156705785757,inactive,2,actions:onsite_conversion.lead_grouped,2020-02-08,2020-02-08,1950,2069,500,Daily,449.96,Lead Generation,1.061026,82,5.487317,3.963267,230.748718,217.477042,22,224.98
Max-life-Srirangam-30-Jan-20-Ver-1.0,6155291418757,inactive,15,actions:onsite_conversion.lead_grouped,2020-02-08,2020-02-08,8980,11020,Using ad set budget,0,790.75,Lead Generation,1.227171,366,2.160519,3.321234,88.056793,71.755898,85,52.716666666667
Max-life-Form-16-Dec-19-Ver-1.0-Trichy,6147372524557,inactive,1,actions:onsite_conversion.lead_grouped,2020-02-08,2020-02-08,1745,1808,300,Daily,137.05,Lead Generation,1.036103,34,4.030882,1.880531,78.538682,75.801991,14,137.05
Tycoon-Construction-9-Nov-19-Ver-1.0,6140614168957,inactive,5,actions:onsite_conversion.lead_grouped,2020-02-08,2020-02-08,4928,5144,Using ad set budget,0,789.56,Lead Generation,1.043831,91,8.676484,1.769051,160.219156,153.491446,91,157.912
Tycoon-Interior-Bangalore-9-Nov-19-Ver-1.0,6140576449757,inactive,1,actions:onsite_conversion.lead_grouped,2020-02-08,2020-02-08,2319,2386,800,Daily,729.02,Lead Generation,1.028892,67,10.880896,2.808047,314.368262,305.540654,34,729.02
Focus-Des-Form-28-June-19 –Ver-1.0,6126109632957,inactive,3,actions:onsite_conversion.lead_grouped,2020-02-08,2020-02-08,1913,2037,500,Daily,588.15,Lead Generation,1.06482,59,9.968644,2.896416,307.449033,288.733432,319,196.05
Cannon-Prop-LG-06-Feb-2020,6156705785757,inactive,2,actions:onsite_conversion.lead_grouped,2020-02-07,2020-02-07,2029,2234,500,Daily,413.64,Lead Generation,1.101035,85,4.866353,3.804834,203.863972,185.15667,19,206.82
Max-life-Srirangam-30-Jan-20-Ver-1.0,6155291418757,inactive,15,actions:onsite_conversion.lead_grouped,2020-02-07,2020-02-07,8064,10232,Using ad set budget,0,803.26,Lead Generation,1.268849,413,1.944939,4.036357,99.610615,78.504691,90,53.550666666667
Max-life-Form-16-Dec-19-Ver-1.0-Trichy,6147372524557,inactive,7,actions:onsite_conversion.lead_grouped,2020-02-07,2020-02-07,3169,3572,300,Daily,303.28,Lead Generation,1.127169,99,3.063434,2.771557,95.702114,84.904815,38,43.325714285714
Tycoon-Construction-9-Nov-19-Ver-1.0,6140614168957,inactive,5,actions:onsite_conversion.lead_grouped,2020-02-07,2020-02-07,4008,4100,Using ad set budget,0,796.37,Lead Generation,1.022954,110,7.239727,2.682927,198.69511,194.236585,83,159.274
Tycoon-Interior-Bangalore-9-Nov-19-Ver-1.0,6140576449757,inactive,1,actions:onsite_conversion.lead_grouped,2020-02-07,2020-02-07,2226,2310,800,Daily,827.29,Lead Generation,1.037736,48,17.235208,2.077922,371.648697,358.134199,23,827.29
Max-life-Srirangam-30-Jan-20-Ver-1.0,6155291418757,inactive,28,actions:onsite_conversion.lead_grouped,2020-02-06,2020-02-06,8554,10055,Using ad set budget,0,822.28,Lead Generation,1.175473,513,1.602885,5.101939,96.128127,81.77822,137,29.367142857143
Max-life-Form-16-Dec-19-Ver-1.0-Trichy,6147372524557,inactive,7,actions:onsite_conversion.lead_grouped,2020-02-06,2020-02-06,3600,3962,300,Daily,298.1,Lead Generation,1.100556,80,3.72625,2.019182,82.805556,75.239778,23,42.585714285714
Tycoon-Construction-9-Nov-19-Ver-1.0,6140614168957,inactive,4,actions:onsite_conversion.lead_grouped,2020-02-06,2020-02-06,6768,6908,Using ad set budget,0,779.14,Lead Generation,1.020686,151,5.159868,2.185871,115.121158,112.788072,112,194.785
Tycoon-Interior-Bangalore-9-Nov-19-Ver-1.0,6140576449757,inactive,4,actions:onsite_conversion.lead_grouped,2020-02-06,2020-02-06,5068,5369,800,Daily,765.54,Lead Generation,1.059392,83,9.223373,1.545912,151.05367,142.585211,55,191.385
Max-life-Srirangam-30-Jan-20-Ver-1.0,6155291418757,inactive,5,actions:onsite_conversion.lead_grouped,2020-02-05,2020-02-05,4782,6141,Using ad set budget,0,815.5,Lead Generation,1.284191,136,5.996324,2.214623,170.535341,132.795962,44,163.1
Max-life-Form-16-Dec-19-Ver-1.0-Trichy,6147372524557,inactive,7,actions:onsite_conversion.lead_grouped,2020-02-05,2020-02-05,3574,3937,300,Daily,301.98,Lead Generation,1.101567,81,3.728148,2.057404,84.493565,76.703073,21,43.14
Tycoon-Construction-9-Nov-19-Ver-1.0,6140614168957,inactive,4,actions:onsite_conversion.lead_grouped,2020-02-05,2020-02-05,6000,6241,Using ad set budget,0,817.55,Lead Generation,1.040167,116,7.047845,1.858676,136.258333,130.996635,115,204.3875
Tycoon-Interior-Bangalore-9-Nov-19-Ver-1.0,6140576449757,inactive,4,actions:onsite_conversion.lead_grouped,2020-02-05,2020-02-05,2574,2700,800,Daily,820.25,Lead Generation,1.048951,65,12.619231,2.407407,318.667444,303.796296,40,205.0625
Max-life-Srirangam-30-Jan-20-Ver-1.0,6155291418757,inactive,3,actions:onsite_conversion.lead_grouped,2020-02-04,2020-02-04,5126,6817,Using ad set budget,0,803.69,Lead Generation,1.329887,145,5.54269,2.127035,156.786968,117.894968,42,267.89666666667
College-Tam-29-Jan-2020-Ver-1.0,6155132124357,inactive,,,2020-02-04,2020-02-04,4164,4235,Using ad set budget,0,311.62,Lead Generation,1.017051,76,4.100263,1.794569,74.836695,73.582054,17,
Max-life-Form-16-Dec-19-Ver-1.0-Trichy,6147372524557,inactive,9,actions:onsite_conversion.lead_grouped,2020-02-04,2020-02-04,3809,4316,300,Daily,304.26,Lead Generation,1.133106,117,2.600513,2.710843,79.879233,70.495829,44,33.806666666667
Tycoon-Construction-9-Nov-19-Ver-1.0,6140614168957,inactive,4,actions:onsite_conversion.lead_grouped,2020-02-04,2020-02-04,5874,6082,Using ad set budget,0,802.7,Lead Generation,1.03541,157,5.112739,2.581388,136.653047,131.979612,87,200.675
Tycoon-Interior-Bangalore-9-Nov-19-Ver-1.0,6140576449757,inactive,3,actions:onsite_conversion.lead_grouped,2020-02-04,2020-02-04,3574,3753,800,Daily,826.52,Lead Generation,1.050084,96,8.609583,2.557954,231.259093,220.22915,41,275.50666666667
Max-life-Srirangam-30-Jan-20-Ver-1.0,6155291418757,inactive,6,actions:onsite_conversion.lead_grouped,2020-02-03,2020-02-03,5540,7571,Using ad set budget,0,778.54,Lead Generation,1.366606,204,3.816373,2.694492,140.530686,102.831858,55,129.75666666667
College-Tam-29-Jan-2020-Ver-1.0,6155132124357,inactive,6,actions:onsite_conversion.lead_grouped,2020-02-03,2020-02-03,7882,8146,Using ad set budget,0,804.01,Lead Generation,1.033494,212,3.7925,2.602504,102.005836,98.699975,64,134.00166666667
Max-life-Form-16-Dec-19-Ver-1.0-Trichy,6147372524557,inactive,5,actions:onsite_conversion.lead_grouped,2020-02-03,2020-02-03,4117,4669,300,Daily,298.26,Lead Generation,1.134078,133,2.242556,2.848576,72.445956,63.880917,43,59.652
Tycoon-Construction-9-Nov-19-Ver-1.0,6140614168957,inactive,5,actions:onsite_conversion.lead_grouped,2020-02-03,2020-02-03,6058,6396,Using ad set budget,0,804.87,Lead Generation,1.055794,166,4.848614,2.595372,132.86068,125.839587,113,160.974
Tycoon-Interior-Bangalore-9-Nov-19-Ver-1.0,6140576449757,inactive,3,actions:onsite_conversion.lead_grouped,2020-02-03,2020-02-03,3475,3644,800,Daily,801.34,Lead Generation,1.048633,68,11.784412,1.866081,230.601439,219.906696,35,267.11333333333
Max-life-Srirangam-30-Jan-20-Ver-1.0,6155291418757,inactive,3,actions:onsite_conversion.lead_grouped,2020-02-02,2020-02-02,5814,8040,Using ad set budget,0,785.98,Lead Generation,1.382869,204,3.852843,2.537313,135.187479,97.758706,71,261.99333333333
College-Tam-29-Jan-2020-Ver-1.0,6155132124357,inactive,1,actions:onsite_conversion.lead_grouped,2020-02-02,2020-02-02,8976,9622,Using ad set budget,0,798.28,Lead Generation,1.07197,191,4.179476,1.985034,88.934938,82.964041,61,798.28
Max-life-Form-16-Dec-19-Ver-1.0-Trichy,6147372524557,inactive,7,actions:onsite_conversion.lead_grouped,2020-02-02,2020-02-02,4202,4947,300,Daily,298.57,Lead Generation,1.177297,114,2.619035,2.304427,71.05426,60.35375,36,42.652857142857
Tycoon-Construction-9-Nov-19-Ver-1.0,6140614168957,inactive,6,actions:onsite_conversion.lead_grouped,2020-02-02,2020-02-02,7160,7369,Using ad set budget,0,809.81,Lead Generation,1.02919,174,4.65408,2.361243,113.101955,109.894151,100,134.96833333333
Tycoon-Interior-Bangalore-9-Nov-19-Ver-1.0,6140576449757,inactive,3,actions:onsite_conversion.lead_grouped,2020-02-02,2020-02-02,3497,3702,800,Daily,829.81,Lead Generation,1.058622,92,9.019674,2.485143,237.291965,224.15181,43,276.60333333333
Max-life-Srirangam-30-Jan-20-Ver-1.0,6155291418757,inactive,9,actions:onsite_conversion.lead_grouped,2020-02-01,2020-02-01,5472,7531,Using ad set budget,0,804.9,Lead Generation,1.376279,271,2.970111,3.59846,147.094298,106.878237,88,89.433333333333
College-Tam-29-Jan-2020-Ver-1.0,6155132124357,inactive,1,actions:onsite_conversion.lead_grouped,2020-02-01,2020-02-01,7568,7945,Using ad set budget,0,786.8,Lead Generation,1.049815,180,4.371111,2.265576,103.964059,99.030837,60,786.8
Max-life-Form-16-Dec-19-Ver-1.0-Trichy,6147372524557,inactive,7,actions:onsite_conversion.lead_grouped,2020-02-01,2020-02-01,3823,4557,300,Daily,294.1,Lead Generation,1.191996,118,2.492373,2.589423,76.929113,64.538073,37,42.014285714286
Tycoon-Construction-9-Nov-19-Ver-1.0,6140614168957,inactive,5,actions:onsite_conversion.lead_grouped,2020-02-01,2020-02-01,5552,5675,Using ad set budget,0,776.05,Lead Generation,1.022154,98,7.918878,1.726872,139.778458,136.748899,65,155.21
Tycoon-Interior-Bangalore-9-Nov-19-Ver-1.0,6140576449757,inactive,,,2020-02-01,2020-02-01,3135,3279,800,Daily,767.65,Lead Generation,1.045933,52,14.7625,1.585849,244.864434,234.111009,35,
AskJuno-Lead-Generation-Major-cities-24-01-19,6112114497357,inactive,2,actions:onsite_conversion.lead_grouped,2020-02-01,2020-02-01,3592,3623,Using ad set budget,0,241.71,Lead Generation,1.00863,16,15.106875,0.441623,67.291203,66.715429,9,120.855
Max-life-Srirangam-30-Jan-20-Ver-1.0,6155291418757,inactive,8,actions:onsite_conversion.lead_grouped,2020-01-31,2020-01-31,4191,6329,Using ad set budget,0,742.23,Lead Generation,1.510141,245,3.02951,3.87107,177.100931,117.274451,69,92.77875
College-Tam-29-Jan-2020-Ver-1.0,6155132124357,inactive,,,2020-01-31,2020-01-31,10764,11802,Using ad set budget,0,804.96,Lead Generation,1.096433,225,3.5776,1.906457,74.782609,68.205389,83,
Max-life-Form-16-Dec-19-Ver-1.0-Trichy,6147372524557,inactive,12,actions:onsite_conversion.lead_grouped,2020-01-31,2020-01-31,3536,4129,300,Daily,302.3,Lead Generation,1.167704,110,2.748182,2.664083,85.492081,73.213853,44,25.191666666667
Tycoon-Construction-9-Nov-19-Ver-1.0,6140614168957,inactive,4,actions:onsite_conversion.lead_grouped,2020-01-31,2020-01-31,4745,4837,Using ad set budget,0,790.08,Lead Generation,1.019389,149,5.30255,3.080422,166.507903,163.340914,82,197.52
Tycoon-Interior-Bangalore-9-Nov-19-Ver-1.0,6140576449757,inactive,3,actions:onsite_conversion.lead_grouped,2020-01-31,2020-01-31,2977,3143,800,Daily,792.31,Lead Generation,1.055761,67,11.825522,2.131721,266.143769,252.087178,35,264.10333333333
AskJuno-Lead-Generation-Major-cities-24-01-19,6112114497357,inactive,13,actions:onsite_conversion.lead_grouped,2020-01-31,2020-01-31,5864,6056,Using ad set budget,0,581.88,Lead Generation,1.032742,70,8.312571,1.155878,99.229195,96.083223,51,44.76
Max-life-Srirangam-30-Jan-20-Ver-1.0,6155291418757,inactive,4,actions:onsite_conversion.lead_grouped,2020-01-30,2020-01-30,2753,3278,Using ad set budget,0,355.67,Lead Generation,1.190701,209,1.70177,6.375839,129.193607,108.502135,63,88.9175
College-Tam-29-Jan-2020-Ver-1.0,6155132124357,inactive,3,actions:onsite_conversion.lead_grouped,2020-01-30,2020-01-30,8916,9989,Using ad set budget,0,791.22,Lead Generation,1.120345,324,2.442037,3.243568,88.741588,79.20913,83,263.74
Max-life-Form-16-Dec-19-Ver-1.0-Trichy,6147372524557,inactive,8,actions:onsite_conversion.lead_grouped,2020-01-30,2020-01-30,3517,4069,300,Daily,297.87,Lead Generation,1.156952,101,2.949208,2.482182,84.694342,73.204719,26,37.23375
Tycoon-Construction-9-Nov-19-Ver-1.0,6140614168957,inactive,5,actions:onsite_conversion.lead_grouped,2020-01-30,2020-01-30,4339,4431,Using ad set budget,0,793.76,Lead Generation,1.021203,149,5.327248,3.362672,182.93616,179.137892,73,158.752
