Reporting starts,Reporting ends,Campaign name,Campaign ID,Campaign delivery,Results,Result indicator,Reach,Impressions,Cost per results,Ad set budget,Ad set budget type,Amount spent (INR),Objective,Frequency,Clicks (all),CPC (all) (INR),CTR (all),"Cost per 1,000 people reached (INR)","CPM (cost per 1,000 impressions) (INR)",Page engagement
2020-04-28,2020-04-28,Max-life-Form-16-Dec-19-Ver-1.0-Trichy,6147372524557,inactive,,,0,0,,300,Daily,0,Lead Generation,0,0,0,0,0,0,
2020-04-28,2020-04-28,Focus-Des-Form-28-June-19 –Ver-1.0,6126109632957,inactive,,,0,0,,500,Daily,0,Lead Generation,0,0,0,0,0,0,
2020-04-27,2020-04-27,Max-life-Form-16-Dec-19-Ver-1.0-Trichy,6147372524557,inactive,,,0,0,,300,Daily,0,Lead Generation,0,0,0,0,0,0,
2020-04-27,2020-04-27,Focus-Des-Form-28-June-19 –Ver-1.0,6126109632957,inactive,,,0,0,,500,Daily,0,Lead Generation,0,0,0,0,0,0,
2020-04-26,2020-04-26,Max-life-Form-16-Dec-19-Ver-1.0-Trichy,6147372524557,inactive,,,0,0,,300,Daily,0,Lead Generation,0,0,0,0,0,0,
2020-04-26,2020-04-26,Focus-Des-Form-28-June-19 –Ver-1.0,6126109632957,inactive,,,0,0,,500,Daily,0,Lead Generation,0,0,0,0,0,0,
2020-04-25,2020-04-25,Max-life-Form-16-Dec-19-Ver-1.0-Trichy,6147372524557,inactive,,,0,0,,300,Daily,0,Lead Generation,0,0,0,0,0,0,
2020-04-25,2020-04-25,Focus-Des-Form-28-June-19 –Ver-1.0,6126109632957,inactive,,,0,0,,500,Daily,0,Lead Generation,0,0,0,0,0,0,
2020-04-24,2020-04-24,Max-life-Form-16-Dec-19-Ver-1.0-Trichy,6147372524557,inactive,8,actions:onsite_conversion.lead_grouped,988,1000,3.7775,300,Daily,30.22,Lead Generation,1.012146,35,0.863429,3.5,30.587045,30.22,18
2020-04-24,2020-04-24,Focus-Des-Form-28-June-19 –Ver-1.0,6126109632957,inactive,,,0,0,,500,Daily,0,Lead Generation,0,0,0,0,0,0,
2020-04-23,2020-04-23,Max-life-Form-16-Dec-19-Ver-1.0-Trichy,6147372524557,inactive,19,actions:onsite_conversion.lead_grouped,3113,3414,5.3089473684211,300,Daily,100.87,Lead Generation,1.096691,129,0.781938,3.778559,32.402827,29.545987,59
2020-04-23,2020-04-23,Focus-Des-Form-28-June-19 –Ver-1.0,6126109632957,inactive,,,0,0,,500,Daily,0,Lead Generation,0,0,0,0,0,0,
2020-04-22,2020-04-22,Max-life-Form-16-Dec-19-Ver-1.0-Trichy,6147372524557,inactive,31,actions:onsite_conversion.lead_grouped,3441,3772,3.2790322580645,300,Daily,101.65,Lead Generation,1.096193,165,0.616061,4.374337,29.540831,26.948568,72
2020-04-22,2020-04-22,Focus-Des-Form-28-June-19 –Ver-1.0,6126109632957,inactive,,,0,0,,500,Daily,0,Lead Generation,0,0,0,0,0,0,
2020-04-21,2020-04-21,Max-life-Form-16-Dec-19-Ver-1.0-Trichy,6147372524557,inactive,31,actions:onsite_conversion.lead_grouped,3811,4292,3.258064516129,300,Daily,101,Lead Generation,1.126214,162,0.623457,3.774464,26.50223,23.532153,82
2020-04-21,2020-04-21,Focus-Des-Form-28-June-19 –Ver-1.0,6126109632957,inactive,,,0,0,,500,Daily,0,Lead Generation,0,0,0,0,0,0,
2020-04-20,2020-04-20,Max-life-Form-16-Dec-19-Ver-1.0-Trichy,6147372524557,inactive,22,actions:onsite_conversion.lead_grouped,3599,4080,4.3781818181818,300,Daily,96.32,Lead Generation,1.133648,129,0.746667,3.161765,26.76299,23.607843,69
2020-04-20,2020-04-20,Focus-Des-Form-28-June-19 –Ver-1.0,6126109632957,inactive,6,actions:onsite_conversion.lead_grouped,5416,5734,53.97,500,Daily,323.82,Lead Generation,1.058715,157,2.062548,2.738054,59.789513,56.473666,113
2020-04-19,2020-04-19,Max-life-Form-16-Dec-19-Ver-1.0-Trichy,6147372524557,inactive,25,actions:onsite_conversion.lead_grouped,3290,3763,4.0564,300,Daily,101.41,Lead Generation,1.143769,146,0.694589,3.879883,30.823708,26.949243,76
2020-04-19,2020-04-19,Focus-Des-Form-28-June-19 –Ver-1.0,6126109632957,inactive,4,actions:onsite_conversion.lead_grouped,7116,7827,124.1775,500,Daily,496.71,Lead Generation,1.099916,221,2.247557,2.823559,69.801855,63.461096,185
2020-04-18,2020-04-18,Max-life-Form-16-Dec-19-Ver-1.0-Trichy,6147372524557,inactive,35,actions:onsite_conversion.lead_grouped,3595,4274,3.3034285714286,300,Daily,115.62,Lead Generation,1.188873,195,0.592923,4.562471,32.161335,27.051942,99
